Centro;Descripcion Centro;Seccion;Descripcion Seccion;Código PEP;Denominación;Año inicio;Año de finalización previsto;Año de finalización;Distrito;Denominación Distrito;Dirección;Tipo Vial;Vial;Numero;X;Y;Latitud;Longitud;LÍNEA DE INVERSIÓN;DENOMINACIÓN LÍNEA DE INVERSIÓN;Gasto ejecutado;Importe 2022;Importe 2023;Importe 2024;Importe 2025;Resto Anualidades;Total previsto;Estado;Url complementaria1;Url complementaria2;Observaciones;Url_fotografia;Fecha de los datos
001;AYUNTAMIENTO;150;MEDIO AMBIENTE Y MOVILIDAD;2021/001148;ZONA VERDE AV. INGENIERO EMILIO HERRERA. REHABILITACIÓN CON ZONA INFANTIL;2021;2022;2022;216;HORTALEZA;C/PRÍNCIPE CARLOS CON AV.INGENIERO EMILIO HERRERA Y C/ISABEL CLARA EUGENIA ;CALLE ;PRINCIPE CARLOS C/V  AV.INGENIERO EMILIO HERRERA C/V C/ISABEL CLARA EUGENIA;;;;40.492845202157;-3.6524736456935614;09;MEDIO AMBIENTE;65.892,08;1050000;;;;;1.115.892,08;FINALIZADO;;;;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2022/2021-001148_ZONA_VERDE_INFANTIL_EN_AV.ING.EMILIO_HERRERA.jpg;23/02/2023
001;AYUNTAMIENTO;150;MEDIO AMBIENTE Y MOVILIDAD;2021/001243;ZONA VERDE ENTORNO C/ TEJAR DE LA PASTORA Y C/ SIERRA ELVIRA. OBRAS DE ACONDICIONAMIENTO;2021;2022;2022;213;PUENTE DE VALLECAS;C/ TEJAR DE LA PASTORA Y C/ SIERRA ELVIRA  ;CALLE;TEJAR DE LA PASTORA C/V C/ SIERRA ELVIRA;;;;40.403848984979604;-3.6645764965854295;09;MEDIO AMBIENTE;65.781,64;1200000;;;;;1.265.781,64;FINALIZADO;;;;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2022/2021-001243_ZONA_VERDE_C.TEJAR_PASTORA-SIERRA ELVIRA.jpg;23/02/2023
001;AYUNTAMIENTO;160;DESARROLLO URBANO;2006/000375;SISTEMAS DE COMPENSACIÓN. UZP 2-04 LOS BERROCALES;2008;2023;;219;VICÁLVARO;LOS BERROCALES;;LOS BERROCALES;;;;40.3772222;-3.579722222222222;06;URBANISMO;14.137.158,83;1000000;3700242;;;;18.837.400,83;EN PROCESO;;;;;23/02/2023
001;AYUNTAMIENTO;160;DESARROLLO URBANO;2009/000488;UZP 2.03 DESARROLLO DEL ESTE LOS AHIJONES. COMPENSACIÓN;2010;2023;;219;VICÁLVARO;UZP 2.03 DESARROLLO DEL ESTE LOS AHIJONES. COMPENSACIÓN;;DESARROLLO DEL ESTE LOS AHIJONES;;;;40.3879964;-3.56225647;06;URBANISMO;8.508.189,14;2499772;2932726;;;;13.940.687,14;EN PROCESO;;;;;23/02/2023
001;AYUNTAMIENTO;160;DESARROLLO URBANO;2010/000393;SUELO URBANIZABLE PROGRAMADO 3.01 DESARROLLO DEL ESTE VALDECARROS;2010;2022;;218;VILLA DE VALLECAS;PAU Valdecarros;;PAU Valdecarros;;;;40.34915068793722;-3.6292232757681036;06;URBANISMO;6.214.587,27;2519379;;;;;8.733.966,27;EN PROCESO;;;;;23/02/2023
001;AYUNTAMIENTO;160;DESARROLLO URBANO;2020/007074;ÁMBITO CAMPO DE LAS NACIONES. EJECUCIÓN DEL BOSQUE METROPOLITANO;2020;2022;;216;HORTALEZA;CAMPO DE LAS NACIONES;;CAMPO DE LAS NACIONES;;;;40.47025271;-3.62537866;06;URBANISMO;3.406.565,40;;;;;;3.406.565,40;EN PROCESO;;;;;23/02/2023
001;AYUNTAMIENTO;160;DESARROLLO URBANO;2020/007075;PARCELA AVENIDA DEL TALGO, MONCLOA-ARAVACA. EJECUCIÓN BOSQUE METROPOLITANO;2021;2022;2022;209;MONCLOA-ARAVACA;AVENIDA DEL TALGO, MONCLOA-ARAVACA;;AVENIDA DEL TALGO, MONCLOA-ARAVACA;;;;40.44463434;-3.77885365;06;URBANISMO;2.948.674,54;404366,14;;;;;2.948.674,54;FINALIZADO;;;Importe 2022 es el crédito definitivo contabilizado a 31.12.2022;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2022/2020-007075_AV.TALGO._BOSQUE.jpg;23/02/2023
001;AYUNTAMIENTO;160;DESARROLLO URBANO;2020/007076;ANILLO VERDE DE VILLAVERDE. EJECUCIÓN BOSQUE METROPOLITANO;2021;2022;;217;VILLAVERDE;ANILLO VERDE DE VILLAVERDE;;ANILLO VERDE DE VILLAVERDE;;;;40.36002547;-3.71601781;06;URBANISMO;2.473.346,59;4000000;;;;;6.473.346,59;EN PROCESO;;;;;23/02/2023
001;AYUNTAMIENTO;160;DESARROLLO URBANO;2021/000382;ÁMBITO CERRO ALMODÓVAR. EJECUCIÓN DEL BOSQUE METROPOLITANO;2021;2023;2022;"219 (70%) - 
218 (30%)";VICÁLVARO - VILLA DE VALLECAS;CERRO ALMODÓVAR;;CERRO ALMODÓVAR;;;;40.38316884;-3.59843453;06;URBANISMO;2.002.387,01;746380,46;;;;;2.002.387,01;FINALIZADO;;;Importe 2022 es el crédito definitivo contabilizado a 31.12.2022;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2022/2021-000382_CERRO_ALMODOVAR._BOSQUE.jpg;23/02/2023
001;AYUNTAMIENTO;160;DESARROLLO URBANO;2021/000430;ZONA VERDE ANEXA AL COLEGIO PÚBLICO EL QUIJOTE. ACTUACIONES DE RENATURALIZACIÓN;2022;2022;2022;218;VILLA DE VALLECAS;CALLE CABEZA MESADA  ;CALLE;CABEZA MESADA;;;;40.37425504813295;-3.6253898641567175;06;URBANISMO;;1000000;;;;;1.000.000,00;FINALIZADO;;;;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2022/2021-000430_ZONA_ANEXA_C.P._QUIJOTE._RENATURA.jpg;23/02/2023
001;AYUNTAMIENTO;160;DESARROLLO URBANO;2021/000437;BORDE FORESTAL DE ORCASITAS. EJECUCIÓN DE BOSQUE METROPOLITANO;2021;2023;;212;USERA;BORDE FORESTAL DE ORCASITAS;;BORDE FORESTAL DE ORCASITAS;;;;40.36457818;-3.71745381;06;URBANISMO;586.104,85;1449901;500000;;;;2.536.005,85;EN PROCESO;;;;;23/02/2023
001;AYUNTAMIENTO;160;DESARROLLO URBANO;2021/000439;CUÑA ARROYO DEL FRESNO. EJECUCIÓN DE BOSQUE METROPOLITANO;2022;2022;;208;FUENCARRAL-EL PARDO;C/ LILÍ ÁLVAREZ C.V. GABRIELA MISTRAL  ;CALLE;LILI ALVAREZ C/V GABRIELA MISTRAL;;;;40.48344430433375;-3.7371622180888417;06;URBANISMO;;1000000;;;;;1.000.000,00;EN PROCESO;;;;;23/02/2023
001;AYUNTAMIENTO;160;DESARROLLO URBANO;2021/000440;CUÑA NORTE DE O´DONELL. EJECUCIÓN DE BOSQUE METROPOLITANO;2021;2022;;215;CIUDAD LINEAL;CUÑA NORTE DE O´DONELL;;CUÑA NORTE DE O´DONELL;;;;40.4156699;-3.62947201;06;URBANISMO;2.747.854,83;309290;;;;;3.057.144,83;EN PROCESO;;;;;23/02/2023
001;AYUNTAMIENTO;160;DESARROLLO URBANO;2021/001439;PARCELAS ENTORNO COLEGIO PÚBLICO FRANCISCO ARRANZ. RENATURALIZACIÓN Y ACONDICIONAMIENTO;2021;2022;2022;210;LATINA;CALLE DE JOAQUÍN TURINA  ;CALLE;JOAQUÍN TURINA;;;;40.374123064302545;-3.761686633391592;06;URBANISMO;455.599,95;2072332;;;;;2.527.931,95;FINALIZADO;;;;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2022/2021-001439_ENTORNO_C.P.FCO.ARRANZ._RENATURA.jpg;23/02/2023
001;AYUNTAMIENTO;160;DESARROLLO URBANO;2021/001483;PARCELAS ÁMBITO VALDEGRULLA Y PARAJE VALDESENDERÍN. DESESCOMBRO Y RENATURALIZACIÓN;2021;2022;;208;FUENCARRAL-EL PARDO;M603 C.V. AV. MONTE DE VALDELATAS ;;M603 C/V AV. MONTE DE VALDELATAS;;;;40.51908561970688;-3.667892213325621;06;URBANISMO;200.782,37;2189311;;;;;2.390.093,37;EN PROCESO;;;;;23/02/2023
001;AYUNTAMIENTO;160;DESARROLLO URBANO;2022/000474;ÁMBITO DE LA CUÑA VERDE DE O´DONELL SUR. EJECUCIÓN DEL BOSQUE METROPOLITANO;2022;2022;;214;MORATALAZ;C/ ARROYO DE LA MEDIA LEGUA C.V. M23  ;;;;;;40.414187570960046;-3.649254368392708;06;URBANISMO;;2000000;;;;;2.000.000,00;EN PROCESO;;;Continúa ejecución en 2023 con Codigo de Proyecto 2023/001016;;23/02/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2016/000427;CENTRO CULTURAL EN VALDERRIVAS, C/ TITANIO. CONSTRUCCIÓN;2017;2022;;219;VICÁLVARO;CALLE TITANIO,5 C/V RIBAS DE JARAMA;CALLE;TITANIO,5 C/V RIBAS DE JARAMA;;;;40.4021037;-3.6037268;10;CULTURA;1.664.789,43;5039801;;;;;6.704.590,43;EN PROCESO;;;;;23/02/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2016/000470;CENTRO DEPORTIVO C/COSTANILLA DESAMPARADOS, 15 C/V A C/FÚCAR, 6. CONSTRUCCIÓN;2018;2023;;201;CENTRO;CALLE COSTANILLA DE LOS DESAMPARADOS, 15;CALLE;COSTANILLA DE LOS DESAMPARADOS;15;;;40.411993428490256;-3.6960142431122205;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;4.243.794,49;6000000;11777375;;;;22.021.169,49;EN PROCESO;;;;;23/02/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2016/000519;APR 13.01 SIERRA TOLEDANA. URBANIZACIÓN;2019;2022;2022;213;PUENTE DE VALLECAS;CALLES DOCTOR LOZANO, PICO CUADRAMÓN, BALTASAR SANTOS, RUZAFA, FERNANDO PASTOR, PICO ANAYET, GARGANTA DE AISA, PICO VELETA, PATIO DE SANTIAGO Y SIERRA TOLEDANA. DISTRITO PUENTE DE VALLECAS;CALLE;DOCTOR LOZANO, PICO CUADRAMÓN, BALTASAR SANTOS, RUZAFA, FERNANDO PASTOR, PICO ANAYET, GARGANTA DE AISA, PICO VELETA, PATIO DE SANTIAGO Y SIERRA TOLEDANA. ;;;;40.4040032;-3.6596165;06;URBANISMO;1.349.710,25;773393;;;;;2.123.103,25;FINALIZADO;;;;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2022/2016-000519_A.P.R._SIERRA_TOLEDANA.jpg;23/02/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2017/000187;CENTRO DE MAYORES Y OTROS USOS POLIVALENTES C/ BRONCE. CONSTRUCCIÓN;2018;2023;;202;ARGANZUELA;CALLE BRONCE, 16 C/V CALLE CROMO;CALLE;BRONCE, 16 C/V CALLE CROMO;;;;40.389342;-3.6906507;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;689.858,34;3519524;1457941;;;;5.667.323,34;EN PROCESO;;;;;23/02/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2017/000317;BIBLIOTECA DE VILLAVERDE. CONSTRUCCIÓN;2019;2023;;217;VILLAVERDE;CALLE CALCIO, 1;CALLE;CALCIO;1;;;40.3512974;-3.6816647;10;CULTURA;195.561,74;3771692;1569151;;;;5.536.404,74;EN PROCESO;;;;;23/02/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2018/001118;CENTRO MAYORES Y SERVICIOS SOCIALES C/CANAL DE PANAMÁ C/V.CANAL MOZAMBIQUE . CONSTRUCCIÓN;2018;2022;;215;CIUDAD LINEAL;CALLE PANAMÁ, 17 C/V CANAL DE MOZAMBIQUE;CALLE;PANAMÁ, 17 C/V CANAL DE MOZAMBIQUE;;;;40.440897645215856;-3.6518546975119777;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;2.088.547,16;3576374;;;;;5.664.921,16;EN PROCESO;;;;;23/02/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2018/005043;CASA DUQUESA DE SUECA. OBRAS RECONSTRUCCIÓN CUERPO ESTE;2018;2022;;201;CENTRO;PZA. DUQUE DE ALBA, 2;PLAZA;DUQUE DE ALBA;2;;;40.41218768941304;-3.705686218236463;00;INVERSIONES DE CARÁCTER GENERAL;812.476,50;1899964;;;;;2.712.440,50;EN PROCESO;;;;;23/02/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2018/008294;ESCUELA INFANTIL EN CANILLEJAS. CONSTRUCCIÓN (ID 18: 539);2019;2022;;220;SAN BLAS-CANILLEJAS;CALLE JOSEFA VALCARCEL, 21 (JUNTO INTERCAMBIADOR CANILLEJAS);CALLE;JOSEFA VALCARCEL;21;;;40.448555;-3.6491725;05;EDUCACIÓN;503.704,19;2899412;;;;;3.403.116,19;EN PROCESO;;;;;23/02/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2019/000092;BIBLIOTECA VILLA DE VALLECAS. CONSTRUCCION;2021;2024;;218;VILLA DE VALLECAS;AVDA. DE LA GAVIA, 55;AVENIDA;DE LA GAVIA;55;;;40.36707456785566;-3.6164204452259043;10;CULTURA;111.972,00;300000;3000000;1200000;;;4.611.972,00;EN PROCESO;;;;;23/02/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2019/000822;UNIDAD INTEGRAL DE POLICÍA MUNICIPAL VILLA DE VALLECAS. CONSTRUCCIÓN;2020;2022;;218;VILLA DE VALLECAS;CALLE REAL DE ARGANDA, 64;CALLE;REAL DE ARGANDA;64;;;40.37928922449757;-3.6150449923781593;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;441.378,98;4106912;;;;;4.548.290,98;EN PROCESO;;;;;23/02/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2019/003801;CENTRO DEPORTIVO SAN BLAS. REFORMA PABELLÓN DE GIMNASIA Y EDIFICIO DE OFICINAS;2020;2022;;220;SAN BLAS-CANILLEJAS;C/ARCOS DE JALÓN, 59;CALLE;ARCOS DE JALON;59;;;40.42874025038333 ;-3.6132943894005063;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;3.675.387,89;2282640;;;;;5.958.027,89;EN PROCESO;;;;;23/02/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2020/000252;CENTRO CULTURAL Y BIBLIOTECA EN MONTECARMELO. CONSTRUCCIÓN;2020;2023;;208;FUENCARRAL-EL PARDO;AVENIDA MONTESCORIAL C/V AVENIDA METRO SILOS, 57;AVENIDA;MONTESCORIAL C/V AVENIDA MONASTERIO SILOS, 57;;;;40.5055069;-3.6980938;10;CULTURA;149.638,28;2221445;2983318;;;;5.354.401,28;EN PROCESO;;;;;23/02/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2020/000253;CENTRO CULTURAL Y BIBLIOTECA EN LAS TABLAS. CONSTRUCCIÓN;2020;2023;;208;FUENCARRAL-EL PARDO;CALLE BURGUETE, 5 C/V CASTILLO DE CANDANCHÚ;CALLE;BURGUETE, 5 C/V CASTILLO DE CANDANCHÚ;;;;40.50394934161543;-3.6782276991385294;10;CULTURA;149.638,28;3036014;2393934;;;;5.579.586,28;EN PROCESO;;;;;23/02/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2020/000260;EDIFICIO SEDE DEL DISTRITO DE PUENTE DE VALLECAS. CONSTRUCCIÓN;2021;2023;;213;PUENTE DE VALLECAS;AVDA. BUENOS AIRES, 17 C/V C/ SIERRA SALVADA;AVENIDA;BUENOS AIRES, 17 C/V SIERRA SALVADA;;;;40.38884079966877 ;-3.65333330289587;00;INVERSIONES DE CARÁCTER GENERAL;144.479,99;4802735;2266134,25;;;;7.213.349,24;EN PROCESO;;;;;23/02/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2020/000263;UNIDAD INTEGRAL DE POLICÍA MUNICIPAL CIUDAD LINEAL. CONSTRUCCIÓN;2020;2022;;215;CIUDAD LINEAL;CALLE PELOPONESO, 9;CALLE;PELOPONESO;9;;;40.414833443959665;-3.6269933408281867;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;682.794,06;2729310;;;;;3.412.104,06;EN PROCESO;;;;;23/02/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2020/000264;ESCUELA INFANTIL EN EL CAÑAVERAL. CONSTRUCCIÓN;2020;2022;2022;219;VICÁLVARO;CALLE VICTORIA DE KENT, C/V ENRIQUE URQUIJO, 56;CALLE;VICTORIA DE KENT, C/V ENRIQUE URQUIJO, 56;;;;40.39905;-3.562304;05;EDUCACIÓN;560.540,11;3466940;;;;;4.027.480,11;FINALIZADO;;;;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2022/2020-000264_ESCUELA_INFANTIL_EL_CAÑAVERAL.jpg;23/02/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2020/000265;CENTRO CULTURAL BUENAVISTA. OBRAS DE REFORMA Y AMPLIACIÓN;2021;2022;;204;SALAMANCA;AVENIDA DE LOS TOREROS, 5;AVENIDA;DE LOS TOREROS;5;;;40.4322265766569 ;-3.6707251182357603;10;CULTURA;505.015,72;3627781;;;;;4.132.796,72;EN PROCESO;;;;;23/02/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2020/000291;CALLE EDUARDO BARREIROS. REURBANIZACIÓN;2021;2022;2022;217;VILLAVERDE;CALLE EDUARDO BARREIROS;CALLE;EDUARDO BARREIROS;;;;40.35706418;-3.70204189;06;URBANISMO;3.340.206,55;4620207;;;;;7.960.413,55;FINALIZADO;;; ;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2022/2020-000291_CALLE_EDUARDO_BARREIROS.jpg;23/02/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2020/000292;CUBRICIÓN DE LA M-30 EN EL ÁMBITO DEL VICENTE CALDERÓN;2021;2023;;202;ARGANZUELA;CUBRICIÓN DE LA M-30 EN EL ÁMBITO DEL VICENTE CALDERÓN;;CUBRICIÓN DE LA M-30 EN EL ÁMBITO DEL VICENTE CALDERÓN;;;;40.40091796;-3.72018992;07;INFRAESTRUCTURAS;4.808.169,45;32783051;8793193;;;;46.384.413,45;EN PROCESO;;;;;23/02/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2020/000294;CALLE AYERBE. REMODELACIÓN URBANIZACIÓN;2021;2022;;221;BARAJAS;CALLE AYERBE;CALLE;AYERBE;;;;40.47234488;-3.57624752;06;URBANISMO;1.568.640,33;4280000;;;;;5.848.640,33;EN PROCESO;;;Continúa ejecución en Código de Proyecto 2022/000282;;23/02/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2020/000297;BIBLIOTECA EN EL DISTRITO DE CARABANCHEL. CONSTRUCCIÓN;2020;2024;;211;CARABANCHEL;AVENIDA CARABANCHEL ALTO, 51;AVENIDA;CARABANCHEL ALTO;51;;;40.3616093;-3.7560156;10;CULTURA;106.881,79;200000;4000000;1600000;;;5.906.881,79;EN PROCESO;;;;;23/02/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2020/000321;ESCUELA INFANTIL EN EL DISTRITO DE VILLA DE VALLECAS. CONSTRUCCIÓN;2020;2022;;218;VILLA DE VALLECAS;CALLE EMBALSE DE AVENIDAACERRADA C/V CALLEEMBALSE DE PINILLA;CALLE;EMBALSE DE NAVACERRADA C/V CALLE EMBALSE DE PINILLA;;;;40.359382;-3.595714;05;EDUCACIÓN;330.706,38;3418211;;;;;3.748.917,38;EN PROCESO;;;;;23/02/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2020/000388;BASE SAMUR C/ AREQUIPA, 4. CONSTRUCCIÓN;2020;2022;;216;HORTALEZA;CALLE AREQUIPA, 4;CALLE;AREQUIPA;4;;;40.4689358;-3.6438566;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;865.188,67;986596;;;;;1.851.784,67;EN PROCESO;;;;;23/02/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2020/000426;UNIDAD INTEGRAL POLICÍA MUNICIPAL CARABANCHEL. AVDA. CARABANCHEL ALTO, 61. CONSTRUCCIÓN;2020;2022;;211;CARABANCHEL;AVENIDA CARABANCHEL ALTO, 61;AVENIDA;CARABANCHEL ALTO;61;;;40.36164197967932;-3.7536981585771154;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;407.789,39;4004320;;;;;4.412.109,39;EN PROCESO;;;;;23/02/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2020/000476;CENTRO CULTURAL C/ PASTORA IMPERIO, 4. CONSTRUCCIÓN;2021;2023;;205;CHAMARTÍN;CALLE PASTORA IMPERIO, 4;CALLE;PASTORA IMPERIO;4;;;40.4829999;-3.6774787;10;CULTURA;59.967,96;500000;3000000;;;;3.559.967,96;EN PROCESO;;;;;23/02/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2020/000477;BASE DEL SAMUR C/ REAL DE ARGANDA, 64, VILLA DE VALLECAS. CONSTRUCCIÓN;2020;2023;;218;VILLA DE VALLECAS;CALLE REAL DE ARGANDA, 64;CALLE;REAL DE ARGANDA;64;;;40.37932191622045;-3.615120111812919;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;47.954,51;1546815;719957;;;;2.314.726,51;EN PROCESO;;;;;23/02/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2020/000569;PLAZA DE LA REMONTA DISTRITO TETUÁN. OBRAS DE REMODELACIÓN;2020;2022;2022;206;TETUÁN;PLAZA DE LA REMONTA;PLAZA;DE LA REMONTA;;;;40.46405275770499;-3.6971633045964647;06;URBANISMO;37.472,18;5250000;;;;;5.287.472,18;FINALIZADO;;;;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2022/2020-000569PLAZA_DE_LA_REMONTA.jpg;23/02/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2020/007068;NAVE PARA ALMACÉN DE BOMBEROS EN LA ATALAYUELA. CONSTRUCCIÓN;2021;2024;;218;VILLA DE VALLECAS;EL REAL DE SAN VICENTE, 61;CALLE;EL REAL DE SAN VICENTE;61;;;40.36931148352711;-3.633227554724137;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;91.372,00;500000;3000000;1868000;;;5.459.372,00;EN PROCESO;;;;;23/02/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2020/007069;BASE DEL SAMUR EN CIUDAD LINEAL, C/ PELOPONESO, 9. CONSTRUCCIÓN;2020;2022;;215;CIUDAD LINEAL;CALLE PELOPONESO, 9;CALLE;PELOPONESO;9;;;40.4152664;-3.6266822;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;265.857,39;509916;;;;;775.773,39;EN PROCESO;;;;;23/02/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2020/007070;BASE SAMUR PUENTE VALLECAS, AVENIDA BUENOS AIRES, 17. CONSTRUCCIÓN;2020;2022;;213;PUENTE DE VALLECAS;AVENIDA BUENOS AIRES, 17 C/V CALLE SIERRA SALVADA;AVENIDA;BUENOS AIRES, 17 C/V CALLE SIERRA SALVADA;;;;40.3887019;-3.6555218;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;444.331,97;654935;;;;;1.099.266,97;EN PROCESO;;;;;23/02/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2020/007071;UNIDAD INTEGRAL POLICÍA MUNICIPAL PUENTE VALLECAS, AVDA. BUENOS AIRES, 17. CONSTRUCCIÓN;2020;2022;;213;PUENTE DE VALLECAS;AVENIDA BUENOS AIRES, 17 C/V CALLE SIERRA SALVADA;AVENIDA;BUENOS AIRES, 17 C/V CALLE SIERRA SALVADA;;;;40.3887020;-3.6555218;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;411.413,67;3639274;;;;;4.050.687,67;EN PROCESO;;;;;23/02/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/000082;ESCUELA INFANTIL EN EL PASEO DE LA DIRECCIÓN. CONSTRUCCIÓN;2022;2024;;206;TETUÁN;PASEO DE LA DIRECCIÓN C/V CALLEALBERDI;PASEO DE;LA DIRECCIÓN C/V CALLEALBERDI;;;;40.465910;-3.708061;05;EDUCACIÓN;;300000;2700000;500000;;;3.500.000,00;EN PROCESO;;;;;23/02/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/000327;INTERSECCIONES C/ JOAQUÍN COSTA Y FRANCISCO SILVELA CON C/ LÓPEZ DE HOYOS. REURBANIZACIÓN;2021;2022;2022;205;CHAMARTÍN;C/ JOAQUÍN COSTA Y FRANCISCO SILVELA CON C/ LÓPEZ DE HOYOS;;C/ JOAQUÍN COSTA Y FRANCISCO SILVELA CON C/ LÓPEZ DE HOYOS;;;;40.44055273870179;-3.6806309837110622;06;URBANISMO;6.371.509,50;4689571;;;;;11.061.080,50;FINALIZADO;;;;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2022/2021-000327_JOAQUIN COSTA-FCO.SILVELA.jpg;23/02/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/000329;PUERTA DEL SOL. OBRAS DE REMODELACIÓN;2021;2022;;201;CENTRO;PUERTA DEL SOL;;PUERTA DEL SOL;;;;40.41691713;-3.70355008;06;URBANISMO;6.655,00;7550000;;;;;7.556.655,00;EN PROCESO;;;;;23/02/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/000338;EDIFICIO A1 C/ARCOS JALÓN, 34. REHABILITACIÓN PARA CENTRO TECNOLOGÍAS INNOVACIÓN Y COMUNICACIÓN;2021;2022;;220;SAN BLAS-CANILLEJAS;CALLE ARCOS DE JALÓN 34 C/V. CALLE AMPOSTA;CALLE;ARCOS DE JALÓN 34 C/V. CALLE AMPOSTA;;;;40.4219366;-3.6212382;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;1.005.741,43;1739549;;;;;2.745.290,43;EN PROCESO;;;;;23/02/2023
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/000340;PASO INFERIOR BAJO LÍNEA FERROCARRIL POLÍGONO INDUSTRIAL VILLA DE VALLECAS. DESDOBLAMIENTO;2022;2022;;213 (50%) - 218 (50%);PUENTE DE VALLECAS - VILLA DE VALLECAS;POLÍGONO INDUSTRIAL VILLA DE VALLECAS;;POLÍGONO INDUSTRIAL VILLA DE VALLECAS;;;;40.37410474;-3.65135769;07;INFRAESTRUCTURAS;;2881505;;;;;2.881.505,00;EN PROCESO;;;;;23/02/2023
